index,cell,cell_ontology_class,mouse.id
L2.MAA000877.3_11_M.1.1-1-1,L2.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
L2.MAA000914.3_9_M.1.1-1-1,L2.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
L20.MAA000877.3_11_M.1.1-1-1,L20.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
L21.MAA000531.3_8_M.1.1-1-1,L21.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
L22.D045064.3_38_F.1.1-1-1,L22.D045064.3_38_F.1.1,endothelial cell,3_38_F
L22.MAA000531.3_8_M.1.1-1-1,L22.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
L3.B002314.3_56_F.1.1-1-1,L3.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
L3.D043520.3_39_F.1.1-1-1,L3.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
L3.MAA000531.3_8_M.1.1-1-1,L3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
L3.MAA000877.3_11_M.1.1-1-1,L3.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
L3.MAA000914.3_9_M.1.1-1-1,L3.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
L4.D043520.3_39_F.1.1-1-1,L4.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
L4.D045064.3_38_F.1.1-1-1,L4.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
L4.MAA000531.3_8_M.1.1-1-1,L4.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
L4.MAA000877.3_11_M.1.1-1-1,L4.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
L4.MAA000914.3_9_M.1.1-1-1,L4.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
L5.B002314.3_56_F.1.1-1-1,L5.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
L5.D043520.3_39_F.1.1-1-1,L5.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
L5.MAA000531.3_8_M.1.1-1-1,L5.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
L5.MAA000877.3_11_M.1.1-1-1,L5.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
L5.MAA000914.3_9_M.1.1-1-1,L5.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
L6.D043520.3_39_F.1.1-1-1,L6.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
L6.D045064.3_38_F.1.1-1-1,L6.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
L6.MAA000531.3_8_M.1.1-1-1,L6.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
L6.MAA000877.3_11_M.1.1-1-1,L6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
L6.MAA000914.3_9_M.1.1-1-1,L6.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
L7.B002314.3_56_F.1.1-1-1,L7.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
L7.D045064.3_38_F.1.1-1-1,L7.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
L7.MAA000531.3_8_M.1.1-1-1,L7.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
L7.MAA000877.3_11_M.1.1-1-1,L7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
L8.D043520.3_39_F.1.1-1-1,L8.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
L8.D045064.3_38_F.1.1-1-1,L8.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
L8.MAA000531.3_8_M.1.1-1-1,L8.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
L8.MAA000877.3_11_M.1.1-1-1,L8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
L8.MAA000914.3_9_M.1.1-1-1,L8.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
L9.B002314.3_56_F.1.1-1-1,L9.B002314.3_56_F.1.1,T cell,3_56_F
L9.D045064.3_38_F.1.1-1-1,L9.D045064.3_38_F.1.1,NK cell,3_38_F
L9.MAA000877.3_11_M.1.1-1-1,L9.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
M1.B002314.3_56_F.1.1-1-1,M1.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
M1.MAA000531.3_8_M.1.1-1-1,M1.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M1.MAA000877.3_11_M.1.1-1-1,M1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M1.MAA000914.3_9_M.1.1-1-1,M1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
M10.D043520.3_39_F.1.1-1-1,M10.D043520.3_39_F.1.1,myeloid cell,3_39_F
M10.D045064.3_38_F.1.1-1-1,M10.D045064.3_38_F.1.1,"CD4-positive, alpha-beta T cell",3_38_F
M10.MAA000531.3_8_M.1.1-1-1,M10.MAA000531.3_8_M.1.1,myeloid cell,3_8_M
M10.MAA000877.3_11_M.1.1-1-1,M10.MAA000877.3_11_M.1.1,macrophage,3_11_M
M11.B002314.3_56_F.1.1-1-1,M11.B002314.3_56_F.1.1,"CD4-positive, alpha-beta T cell",3_56_F
M11.D043520.3_39_F.1.1-1-1,M11.D043520.3_39_F.1.1,myeloid cell,3_39_F
M11.D045064.3_38_F.1.1-1-1,M11.D045064.3_38_F.1.1,macrophage,3_38_F
M11.MAA000914.3_9_M.1.1-1-1,M11.MAA000914.3_9_M.1.1,B cell,3_9_M
M12.B002314.3_56_F.1.1-1-1,M12.B002314.3_56_F.1.1,macrophage,3_56_F
M12.D043520.3_39_F.1.1-1-1,M12.D043520.3_39_F.1.1,macrophage,3_39_F
M12.D045064.3_38_F.1.1-1-1,M12.D045064.3_38_F.1.1,B cell,3_38_F
M12.MAA000531.3_8_M.1.1-1-1,M12.MAA000531.3_8_M.1.1,macrophage,3_8_M
M12.MAA000877.3_11_M.1.1-1-1,M12.MAA000877.3_11_M.1.1,B cell,3_11_M
M12.MAA000914.3_9_M.1.1-1-1,M12.MAA000914.3_9_M.1.1,macrophage,3_9_M
M13.B002314.3_56_F.1.1-1-1,M13.B002314.3_56_F.1.1,macrophage,3_56_F
M13.D043520.3_39_F.1.1-1-1,M13.D043520.3_39_F.1.1,myeloid cell,3_39_F
M13.D045064.3_38_F.1.1-1-1,M13.D045064.3_38_F.1.1,B cell,3_38_F
M13.MAA000531.3_8_M.1.1-1-1,M13.MAA000531.3_8_M.1.1,macrophage,3_8_M
M13.MAA000877.3_11_M.1.1-1-1,M13.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
M14.B002314.3_56_F.1.1-1-1,M14.B002314.3_56_F.1.1,T cell,3_56_F
M14.D045064.3_38_F.1.1-1-1,M14.D045064.3_38_F.1.1,macrophage,3_38_F
M14.MAA000531.3_8_M.1.1-1-1,M14.MAA000531.3_8_M.1.1,macrophage,3_8_M
M14.MAA000877.3_11_M.1.1-1-1,M14.MAA000877.3_11_M.1.1,B cell,3_11_M
M15.B002314.3_56_F.1.1-1-1,M15.B002314.3_56_F.1.1,"CD8-positive, alpha-beta T cell",3_56_F
M15.D045064.3_38_F.1.1-1-1,M15.D045064.3_38_F.1.1,B cell,3_38_F
M15.MAA000531.3_8_M.1.1-1-1,M15.MAA000531.3_8_M.1.1,NK cell,3_8_M
M15.MAA000877.3_11_M.1.1-1-1,M15.MAA000877.3_11_M.1.1,myeloid cell,3_11_M
M16.B002314.3_56_F.1.1-1-1,M16.B002314.3_56_F.1.1,T cell,3_56_F
M16.D043520.3_39_F.1.1-1-1,M16.D043520.3_39_F.1.1,"CD8-positive, alpha-beta T cell",3_39_F
M16.D045064.3_38_F.1.1-1-1,M16.D045064.3_38_F.1.1,"CD4-positive, alpha-beta T cell",3_38_F
M16.MAA000531.3_8_M.1.1-1-1,M16.MAA000531.3_8_M.1.1,"CD8-positive, alpha-beta T cell",3_8_M
M16.MAA000877.3_11_M.1.1-1-1,M16.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
M18.MAA000877.3_11_M.1.1-1-1,M18.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
M19.B002314.3_56_F.1.1-1-1,M19.B002314.3_56_F.1.1,endothelial cell,3_56_F
M19.MAA000914.3_9_M.1.1-1-1,M19.MAA000914.3_9_M.1.1,B cell,3_9_M
M2.D045064.3_38_F.1.1-1-1,M2.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
M2.MAA000531.3_8_M.1.1-1-1,M2.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M2.MAA000877.3_11_M.1.1-1-1,M2.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M2.MAA000914.3_9_M.1.1-1-1,M2.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
M20.B002314.3_56_F.1.1-1-1,M20.B002314.3_56_F.1.1,endothelial cell,3_56_F
M20.D045064.3_38_F.1.1-1-1,M20.D045064.3_38_F.1.1,endothelial cell,3_38_F
M20.MAA000877.3_11_M.1.1-1-1,M20.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
M21.B002314.3_56_F.1.1-1-1,M21.B002314.3_56_F.1.1,endothelial cell,3_56_F
M21.MAA000531.3_8_M.1.1-1-1,M21.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
M21.MAA000877.3_11_M.1.1-1-1,M21.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
M21.MAA000914.3_9_M.1.1-1-1,M21.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
M22.MAA000531.3_8_M.1.1-1-1,M22.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
M3.B002314.3_56_F.1.1-1-1,M3.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
M3.D045064.3_38_F.1.1-1-1,M3.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
M3.MAA000531.3_8_M.1.1-1-1,M3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M3.MAA000877.3_11_M.1.1-1-1,M3.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M3.MAA000914.3_9_M.1.1-1-1,M3.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
M4.D043520.3_39_F.1.1-1-1,M4.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
M4.D045064.3_38_F.1.1-1-1,M4.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
M4.MAA000531.3_8_M.1.1-1-1,M4.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M4.MAA000877.3_11_M.1.1-1-1,M4.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M4.MAA000914.3_9_M.1.1-1-1,M4.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
M5.B002314.3_56_F.1.1-1-1,M5.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
M5.D043520.3_39_F.1.1-1-1,M5.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
M5.MAA000531.3_8_M.1.1-1-1,M5.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M5.MAA000877.3_11_M.1.1-1-1,M5.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M5.MAA000914.3_9_M.1.1-1-1,M5.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
M6.D043520.3_39_F.1.1-1-1,M6.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
M6.D045064.3_38_F.1.1-1-1,M6.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
M6.MAA000531.3_8_M.1.1-1-1,M6.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M6.MAA000877.3_11_M.1.1-1-1,M6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M7.B002314.3_56_F.1.1-1-1,M7.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
M7.D043520.3_39_F.1.1-1-1,M7.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
M7.D045064.3_38_F.1.1-1-1,M7.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
M7.MAA000531.3_8_M.1.1-1-1,M7.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M7.MAA000877.3_11_M.1.1-1-1,M7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M8.D043520.3_39_F.1.1-1-1,M8.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
M8.MAA000531.3_8_M.1.1-1-1,M8.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
M8.MAA000877.3_11_M.1.1-1-1,M8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
M8.MAA000914.3_9_M.1.1-1-1,M8.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
M9.B002314.3_56_F.1.1-1-1,M9.B002314.3_56_F.1.1,macrophage,3_56_F
M9.D043520.3_39_F.1.1-1-1,M9.D043520.3_39_F.1.1,macrophage,3_39_F
M9.D045064.3_38_F.1.1-1-1,M9.D045064.3_38_F.1.1,myeloid cell,3_38_F
M9.MAA000531.3_8_M.1.1-1-1,M9.MAA000531.3_8_M.1.1,NK cell,3_8_M
M9.MAA000877.3_11_M.1.1-1-1,M9.MAA000877.3_11_M.1.1,B cell,3_11_M
N1.B002314.3_56_F.1.1-1-1,N1.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
N1.MAA000531.3_8_M.1.1-1-1,N1.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
N1.MAA000877.3_11_M.1.1-1-1,N1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
N1.MAA000914.3_9_M.1.1-1-1,N1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N10.B002314.3_56_F.1.1-1-1,N10.B002314.3_56_F.1.1,macrophage,3_56_F
N10.D043520.3_39_F.1.1-1-1,N10.D043520.3_39_F.1.1,"CD8-positive, alpha-beta T cell",3_39_F
N10.D045064.3_38_F.1.1-1-1,N10.D045064.3_38_F.1.1,B cell,3_38_F
N10.MAA000531.3_8_M.1.1-1-1,N10.MAA000531.3_8_M.1.1,myeloid cell,3_8_M
N10.MAA000877.3_11_M.1.1-1-1,N10.MAA000877.3_11_M.1.1,macrophage,3_11_M
N10.MAA000914.3_9_M.1.1-1-1,N10.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
N11.B002314.3_56_F.1.1-1-1,N11.B002314.3_56_F.1.1,macrophage,3_56_F
N11.D043520.3_39_F.1.1-1-1,N11.D043520.3_39_F.1.1,B cell,3_39_F
N11.D045064.3_38_F.1.1-1-1,N11.D045064.3_38_F.1.1,"CD4-positive, alpha-beta T cell",3_38_F
N11.MAA000531.3_8_M.1.1-1-1,N11.MAA000531.3_8_M.1.1,T cell,3_8_M
N11.MAA000877.3_11_M.1.1-1-1,N11.MAA000877.3_11_M.1.1,B cell,3_11_M
N11.MAA000914.3_9_M.1.1-1-1,N11.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
N12.B002314.3_56_F.1.1-1-1,N12.B002314.3_56_F.1.1,B cell,3_56_F
N12.D043520.3_39_F.1.1-1-1,N12.D043520.3_39_F.1.1,macrophage,3_39_F
N12.D045064.3_38_F.1.1-1-1,N12.D045064.3_38_F.1.1,myeloid cell,3_38_F
N12.MAA000877.3_11_M.1.1-1-1,N12.MAA000877.3_11_M.1.1,"CD8-positive, alpha-beta T cell",3_11_M
N13.B002314.3_56_F.1.1-1-1,N13.B002314.3_56_F.1.1,"CD4-positive, alpha-beta T cell",3_56_F
N13.D043520.3_39_F.1.1-1-1,N13.D043520.3_39_F.1.1,myeloid cell,3_39_F
N13.MAA000877.3_11_M.1.1-1-1,N13.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
N14.B002314.3_56_F.1.1-1-1,N14.B002314.3_56_F.1.1,macrophage,3_56_F
N14.D043520.3_39_F.1.1-1-1,N14.D043520.3_39_F.1.1,macrophage,3_39_F
N14.MAA000877.3_11_M.1.1-1-1,N14.MAA000877.3_11_M.1.1,B cell,3_11_M
N15.B002314.3_56_F.1.1-1-1,N15.B002314.3_56_F.1.1,macrophage,3_56_F
N15.D045064.3_38_F.1.1-1-1,N15.D045064.3_38_F.1.1,myeloid cell,3_38_F
N15.MAA000531.3_8_M.1.1-1-1,N15.MAA000531.3_8_M.1.1,NK cell,3_8_M
N15.MAA000877.3_11_M.1.1-1-1,N15.MAA000877.3_11_M.1.1,B cell,3_11_M
N15.MAA000914.3_9_M.1.1-1-1,N15.MAA000914.3_9_M.1.1,macrophage,3_9_M
N16.B002314.3_56_F.1.1-1-1,N16.B002314.3_56_F.1.1,macrophage,3_56_F
N16.D043520.3_39_F.1.1-1-1,N16.D043520.3_39_F.1.1,T cell,3_39_F
N16.MAA000531.3_8_M.1.1-1-1,N16.MAA000531.3_8_M.1.1,macrophage,3_8_M
N16.MAA000877.3_11_M.1.1-1-1,N16.MAA000877.3_11_M.1.1,"CD8-positive, alpha-beta T cell",3_11_M
N16.MAA000914.3_9_M.1.1-1-1,N16.MAA000914.3_9_M.1.1,B cell,3_9_M
N17.MAA000531.3_8_M.1.1-1-1,N17.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
N17.MAA000877.3_11_M.1.1-1-1,N17.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
N18.MAA000914.3_9_M.1.1-1-1,N18.MAA000914.3_9_M.1.1,endothelial cell,3_9_M
N19.MAA000914.3_9_M.1.1-1-1,N19.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N2.B002314.3_56_F.1.1-1-1,N2.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
N2.MAA000531.3_8_M.1.1-1-1,N2.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
N2.MAA000877.3_11_M.1.1-1-1,N2.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
N2.MAA000914.3_9_M.1.1-1-1,N2.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N20.MAA000877.3_11_M.1.1-1-1,N20.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
N20.MAA000914.3_9_M.1.1-1-1,N20.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N21.MAA000877.3_11_M.1.1-1-1,N21.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
N21.MAA000914.3_9_M.1.1-1-1,N21.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N22.MAA000531.3_8_M.1.1-1-1,N22.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
N22.MAA000914.3_9_M.1.1-1-1,N22.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N3.D043520.3_39_F.1.1-1-1,N3.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
N3.D045064.3_38_F.1.1-1-1,N3.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
N3.MAA000531.3_8_M.1.1-1-1,N3.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
N3.MAA000914.3_9_M.1.1-1-1,N3.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N4.B002314.3_56_F.1.1-1-1,N4.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
N4.D043520.3_39_F.1.1-1-1,N4.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
N4.MAA000877.3_11_M.1.1-1-1,N4.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
N4.MAA000914.3_9_M.1.1-1-1,N4.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N5.D045064.3_38_F.1.1-1-1,N5.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
N5.MAA000531.3_8_M.1.1-1-1,N5.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
N5.MAA000877.3_11_M.1.1-1-1,N5.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
N5.MAA000914.3_9_M.1.1-1-1,N5.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N6.B002314.3_56_F.1.1-1-1,N6.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,3_56_F
N6.D045064.3_38_F.1.1-1-1,N6.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
N6.MAA000531.3_8_M.1.1-1-1,N6.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
N6.MAA000877.3_11_M.1.1-1-1,N6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
N6.MAA000914.3_9_M.1.1-1-1,N6.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N7.MAA000531.3_8_M.1.1-1-1,N7.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
N7.MAA000877.3_11_M.1.1-1-1,N7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
N7.MAA000914.3_9_M.1.1-1-1,N7.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N8.D043520.3_39_F.1.1-1-1,N8.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,3_39_F
N8.D045064.3_38_F.1.1-1-1,N8.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,3_38_F
N8.MAA000531.3_8_M.1.1-1-1,N8.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
N8.MAA000877.3_11_M.1.1-1-1,N8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
N8.MAA000914.3_9_M.1.1-1-1,N8.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
N9.B002314.3_56_F.1.1-1-1,N9.B002314.3_56_F.1.1,"CD8-positive, alpha-beta T cell",3_56_F
N9.D043520.3_39_F.1.1-1-1,N9.D043520.3_39_F.1.1,myeloid cell,3_39_F
N9.MAA000877.3_11_M.1.1-1-1,N9.MAA000877.3_11_M.1.1,B cell,3_11_M
O1.MAA000531.3_8_M.1.1-1-1,O1.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,3_8_M
O1.MAA000877.3_11_M.1.1-1-1,O1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,3_11_M
O1.MAA000914.3_9_M.1.1-1-1,O1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
O10.B002314.3_56_F.1.1-1-1,O10.B002314.3_56_F.1.1,"CD8-positive, alpha-beta T cell",3_56_F
O10.D045064.3_38_F.1.1-1-1,O10.D045064.3_38_F.1.1,B cell,3_38_F
O10.MAA000531.3_8_M.1.1-1-1,O10.MAA000531.3_8_M.1.1,macrophage,3_8_M
O10.MAA000877.3_11_M.1.1-1-1,O10.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
O10.MAA000914.3_9_M.1.1-1-1,O10.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
O11.B002314.3_56_F.1.1-1-1,O11.B002314.3_56_F.1.1,T cell,3_56_F
O11.D043520.3_39_F.1.1-1-1,O11.D043520.3_39_F.1.1,"CD8-positive, alpha-beta T cell",3_39_F
O11.D045064.3_38_F.1.1-1-1,O11.D045064.3_38_F.1.1,B cell,3_38_F
O11.MAA000531.3_8_M.1.1-1-1,O11.MAA000531.3_8_M.1.1,macrophage,3_8_M
O11.MAA000877.3_11_M.1.1-1-1,O11.MAA000877.3_11_M.1.1,B cell,3_11_M
O11.MAA000914.3_9_M.1.1-1-1,O11.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
O12.B002314.3_56_F.1.1-1-1,O12.B002314.3_56_F.1.1,"CD4-positive, alpha-beta T cell",3_56_F
O12.D043520.3_39_F.1.1-1-1,O12.D043520.3_39_F.1.1,myeloid cell,3_39_F
O12.D045064.3_38_F.1.1-1-1,O12.D045064.3_38_F.1.1,B cell,3_38_F
O12.MAA000877.3_11_M.1.1-1-1,O12.MAA000877.3_11_M.1.1,"CD4-positive, alpha-beta T cell",3_11_M
O12.MAA000914.3_9_M.1.1-1-1,O12.MAA000914.3_9_M.1.1,B cell,3_9_M
O13.B002314.3_56_F.1.1-1-1,O13.B002314.3_56_F.1.1,"CD4-positive, alpha-beta T cell",3_56_F
O13.D043520.3_39_F.1.1-1-1,O13.D043520.3_39_F.1.1,B cell,3_39_F
O13.D045064.3_38_F.1.1-1-1,O13.D045064.3_38_F.1.1,T cell,3_38_F
O13.MAA000531.3_8_M.1.1-1-1,O13.MAA000531.3_8_M.1.1,myeloid cell,3_8_M
O13.MAA000877.3_11_M.1.1-1-1,O13.MAA000877.3_11_M.1.1,B cell,3_11_M
O13.MAA000914.3_9_M.1.1-1-1,O13.MAA000914.3_9_M.1.1,"CD4-positive, alpha-beta T cell",3_9_M
O14.B002314.3_56_F.1.1-1-1,O14.B002314.3_56_F.1.1,macrophage,3_56_F
O14.MAA000531.3_8_M.1.1-1-1,O14.MAA000531.3_8_M.1.1,B cell,3_8_M
O14.MAA000877.3_11_M.1.1-1-1,O14.MAA000877.3_11_M.1.1,B cell,3_11_M
O14.MAA000914.3_9_M.1.1-1-1,O14.MAA000914.3_9_M.1.1,"CD8-positive, alpha-beta T cell",3_9_M
O15.B002314.3_56_F.1.1-1-1,O15.B002314.3_56_F.1.1,B cell,3_56_F
O15.D043520.3_39_F.1.1-1-1,O15.D043520.3_39_F.1.1,B cell,3_39_F
O15.MAA000531.3_8_M.1.1-1-1,O15.MAA000531.3_8_M.1.1,myeloid cell,3_8_M
O15.MAA000877.3_11_M.1.1-1-1,O15.MAA000877.3_11_M.1.1,macrophage,3_11_M
O15.MAA000914.3_9_M.1.1-1-1,O15.MAA000914.3_9_M.1.1,B cell,3_9_M
O16.B002314.3_56_F.1.1-1-1,O16.B002314.3_56_F.1.1,"CD8-positive, alpha-beta T cell",3_56_F
O16.D043520.3_39_F.1.1-1-1,O16.D043520.3_39_F.1.1,macrophage,3_39_F
O16.MAA000531.3_8_M.1.1-1-1,O16.MAA000531.3_8_M.1.1,NK cell,3_8_M
O16.MAA000877.3_11_M.1.1-1-1,O16.MAA000877.3_11_M.1.1,B cell,3_11_M
O16.MAA000914.3_9_M.1.1-1-1,O16.MAA000914.3_9_M.1.1,B cell,3_9_M
O17.MAA000531.3_8_M.1.1-1-1,O17.MAA000531.3_8_M.1.1,endothelial cell,3_8_M
O18.MAA000914.3_9_M.1.1-1-1,O18.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,3_9_M
O19.MAA000877.3_11_M.1.1-1-1,O19.MAA000877.3_11_M.1.1,endothelial cell,3_11_M
